ID,Distance,Date,SellerG,Propertycount,Car,Method,CouncilArea,Suburb,Bathroom,Regionname,Address,Type,Postcode,BuildingArea,Lattitude,Bedroom2,Landsize,YearBuilt,Longtitude,Rooms,Price
136,11.8,6/05/2017,hockingstuart,2079.0,,S,Boroondara City Council,Mont Albert,,Eastern Metropolitan,2/90 Victoria Cr,u,3127.0,,,,,,,2.0,770000.0
137,2.4,29/07/2017,Jellis,14949.0,1.0,S,Yarra City Council,Richmond,1.0,,61 Baker St,h,3121.0,,-37.81179,3.0,209.0,1920.0,145.00351,3.0,1310000.0
138,20.0,17/06/2017,Buxton,6162.0,1.0,S,Kingston City Council,Mentone,1.0,South-Eastern Metropolitan,1/29 Milan St,u,3194.0,300.0,-37.98558,,101.0,1990.0,145.05966,2.0,660000.0
139,11.4,6/01/2018,Gary,2397.0,,VB,Glen Eira City Council,McKinnon,,Southern Metropolitan,1/4 Glen Orme Av,t,3204.0,,,,,,,3.0,1350000.0
140,0.0,16/09/2017,Greg,17496.0,,S,Melbourne City Council,Melbourne,,Northern Metropolitan,410/23 Queens Rd,u,3000.0,,,,,,,2.0,555000.0
141,12.1,17/06/2017,Ray,10175.0,3.0,S,Banyule City Council,Bundoora,1.0,Northern Metropolitan,50 Cameron Pde,h,3083.0,,-37.69849,3.0,559.0,,145.06705,3.0,687000.0
142,5.2,9/09/2017,Woodards,11918.0,1.0,SP,Moreland City Council,Brunswick,1.0,Northern Metropolitan,9/53 De Carle St,u,3056.0,,-37.75942,2.0,,,144.96517,2.0,453650.0
143,1.6,27/06/2016,hockingstuart,5825.0,1.0,S,Yarra City Council,Fitzroy,1.0,Northern Metropolitan,206/424 Gore St,u,3065.0,62.0,-37.7964,1.0,0.0,,144.9839,1.0,458000.0
144,13.0,22/04/2017,Woodards,6795.0,2.0,S,Glen Eira City Council,Bentleigh,1.0,Southern Metropolitan,6b Howell St,u,3204.0,,-37.9302,3.0,242.0,,145.0331,3.0,845000.0
145,2.5,16/07/2016,hockingstuart,1123.0,1.0,S,Yarra City Council,Cremorne,1.0,Northern Metropolitan,14 Dover St,h,3121.0,68.0,-37.8258,2.0,125.0,1900.0,144.99200000000002,2.0,930000.0
146,13.0,28/08/2016,Stockdale,8870.0,3.0,S,Moreland City Council,Glenroy,1.0,Northern Metropolitan,16 York St,h,3046.0,,-37.7048,3.0,781.0,,144.9097,3.0,722000.0
147,5.2,7/11/2016,Nelson,11918.0,2.0,S,Moreland City Council,Brunswick,1.0,Northern Metropolitan,2 Sheffield St,h,3056.0,,-37.7604,3.0,410.0,,144.9514,3.0,990000.0
148,18.0,9/09/2017,Barry,3640.0,3.0,S,Brimbank City Council,Sydenham,2.0,Western Metropolitan,6 Kontek Wy,h,3037.0,134.0,-37.697790000000005,4.0,,2002.0,144.75877,4.0,580000.0
149,11.4,14/10/2017,Woodards,6795.0,4.0,S,Glen Eira City Council,Bentleigh,2.0,Southern Metropolitan,33 Eddys Gr,h,3204.0,,-37.918279999999996,4.0,,,,4.0,2040000.0
150,1.8,7/10/2017,Woodards,6821.0,,S,Melbourne City Council,North Melbourne,,Northern Metropolitan,326/350 Victoria St,u,3051.0,,,,,,,1.0,518000.0
151,10.6,30/07/2016,Ray,2890.0,2.0,VB,Banyule City Council,Heidelberg,1.0,Eastern Metropolitan,34 Quinn St,h,3084.0,125.0,-37.7502,3.0,0.0,1950.0,145.0718,3.0,1125000.0
152,9.9,22/05/2016,Stockdale,7485.0,2.0,S,Moreland City Council,Pascoe Vale,1.0,Northern Metropolitan,173 Cumberland Rd,h,3044.0,,-37.7239,4.0,485.0,1960.0,144.9395,4.0,723000.0
153,10.3,12/08/2017,Buxton,6938.0,2.0,SP,Bayside City Council,Brighton East,1.0,Southern Metropolitan,174 South Rd,h,3187.0,181.0,-37.93063,3.0,605.0,1920.0,145.01314,3.0,1680000.0
154,4.1,28/10/2017,Jellis,7217.0,2.0,PI,Stonnington City Council,Toorak,2.0,Southern Metropolitan,22 Carters Av,t,3142.0,,-37.842240000000004,3.0,141.0,,145.0088,3.0,1900000.0
155,8.8,3/06/2017,Miles,2947.0,1.0,VB,Banyule City Council,Heidelberg Heights,1.0,,79 Bamfield Rd,h,3081.0,125.0,-37.737359999999995,3.0,592.0,1960.0,145.05603,3.0,885000.0
156,9.7,19/11/2016,Noel,5682.0,1.0,PI,Boroondara City Council,Balwyn,1.0,Southern Metropolitan,2/30 Kalimna St,u,3103.0,92.0,-37.8092,2.0,213.0,1980.0,145.0789,2.0,755000.0
157,12.1,29/04/2017,Fletchers,4442.0,1.0,SP,Glen Eira City Council,Murrumbeena,2.0,Southern Metropolitan,17/41 Murrumbeena Rd,u,3163.0,75.0,-37.8882,2.0,0.0,2013.0,145.0666,2.0,586000.0
158,11.2,6/05/2017,Barry,21650.0,1.0,SP,Darebin City Council,Reservoir,1.0,Northern Metropolitan,18 Zinnia St,h,3073.0,116.0,-37.7152,3.0,490.0,1970.0,144.9817,3.0,595000.0
159,4.6,12/11/2016,Marshall,11308.0,,PI,Boroondara City Council,Hawthorn,,Southern Metropolitan,63/1 Domville Av,u,3122.0,,,,,,,2.0,450000.0
160,10.5,3/03/2018,Jas,4217.0,1.0,S,Brimbank City Council,Sunshine North,1.0,Western Metropolitan,20 Coronation St,h,3020.0,,-37.77388,4.0,562.0,,144.83246,4.0,786000.0
161,8.9,3/03/2018,Nelson,3540.0,,S,Banyule City Council,Rosanna,,Eastern Metropolitan,3/37 Millicent St,u,3084.0,,,,,,,2.0,740500.0
162,8.4,8/04/2017,hockingstuart,5498.0,0.0,S,Hobsons Bay City Council,Newport,2.0,Western Metropolitan,7 Elgin St,h,3015.0,,-37.844,3.0,367.0,,144.889,3.0,1325500.0
163,12.6,29/04/2017,FN,3755.0,1.0,S,Brimbank City Council,Sunshine,1.0,Western Metropolitan,10 Yewers St,h,3020.0,,-37.7868,3.0,485.0,,144.8428,3.0,692000.0
164,4.6,28/08/2016,Jellis,11308.0,1.0,VB,Boroondara City Council,Hawthorn,1.0,Southern Metropolitan,301/25 Lynch St,u,3122.0,,-37.8216,1.0,0.0,,145.0343,1.0,310000.0
165,2.6,19/11/2016,Red,2309.0,2.0,S,Melbourne City Council,Parkville,2.0,Northern Metropolitan,84 Story St,h,3052.0,,-37.7965,4.0,182.0,,144.9544,4.0,2375000.0
166,1.6,24/02/2018,hockingstuart,6786.0,,S,Melbourne City Council,Carlton,,Northern Metropolitan,70/121 Rathdowne St,u,3053.0,,,,,,,2.0,685000.0
167,3.4,16/09/2017,Nelson,5263.0,1.0,SP,Melbourne City Council,Kensington,1.0,Northern Metropolitan,12 Calwell St,t,3031.0,64.0,-37.7884,1.0,,1998.0,144.92700000000002,1.0,590000.0
168,5.3,17/02/2018,Peter,11308.0,,VB,Boroondara City Council,Hawthorn,,Southern Metropolitan,6/9 Henry St,u,3122.0,,,,,,,2.0,480000.0
169,4.6,24/09/2016,RT,11308.0,1.0,S,Boroondara City Council,Hawthorn,1.0,Southern Metropolitan,1/3 Clovelly Ct,u,3122.0,,-37.8144,2.0,711.0,,145.0328,2.0,751000.0
170,20.0,8/07/2017,hockingstuart,6162.0,2.0,S,Kingston City Council,Mentone,1.0,South-Eastern Metropolitan,1/1 Franklin St,t,3194.0,157.9352,-37.97759,3.0,331.0,1989.0,145.06482,3.0,940000.0
171,3.0,26/08/2017,Greg,3280.0,1.0,S,Port Phillip City Council,Albert Park,1.0,Southern Metropolitan,6 Pickles St,h,3206.0,,-37.84479,3.0,241.0,,144.94429,3.0,2225000.0
172,11.2,,Hodges,10579.0,,VB,Bayside City Council,Brighton,,Southern Metropolitan,10/392 New St,u,3186.0,,,,,,,2.0,940000.0
173,25.5,11/11/2017,LJH,2940.0,1.0,S,Whittlesea City Council,Wollert,2.0,Northern Metropolitan,10 Kopi Wy,h,3750.0,120.0,-37.6134,3.0,,2012.0,145.0369,3.0,490000.0
174,14.0,21/10/2017,Douglas,14042.0,2.0,PI,Brimbank City Council,St Albans,1.0,Western Metropolitan,108 East Esplanade,h,3021.0,,-37.73041,3.0,630.0,,144.79471,3.0,845000.0
175,11.2,6/08/2016,RT,5457.0,2.0,S,Boroondara City Council,Surrey Hills,1.0,Southern Metropolitan,16 Park Rd,h,3127.0,15.0,-37.8364,3.0,391.0,,145.1099,2.0,1018000.0
176,27.2,25/11/2017,@Realty,5262.0,,S,Wyndham City Council,Wyndham Vale,,Western Metropolitan,70 Kinglake Dr,h,3024.0,,,,,,,3.0,575000.0
177,13.9,7/11/2016,Barry,9028.0,,S,Manningham City Council,Doncaster,,Eastern Metropolitan,26 Brendan Av,h,3108.0,,,,,,,5.0,1605000.0
178,10.7,7/05/2016,Buxton,6938.0,,S,Bayside City Council,Brighton East,,Southern Metropolitan,14a Stone St,t,3187.0,,,,,,,4.0,1425000.0
179,1.6,23/09/2017,Jellis,6786.0,2.0,S,Melbourne City Council,Carlton,1.0,Northern Metropolitan,56/39 Rathdowne St,u,3053.0,,-37.80605,3.0,,,144.96778999999998,3.0,830000.0
180,19.6,9/12/2017,Ray,10926.0,1.0,S,Whittlesea City Council,Epping,1.0,Northern Metropolitan,108 McDonalds Rd,h,3076.0,98.0,-37.64692,3.0,566.0,1990.0,145.05217,3.0,552000.0
181,5.2,23/04/2016,Collins,11918.0,,PI,Moreland City Council,Brunswick,,Northern Metropolitan,30 Thistle St,h,3056.0,,,,,,,3.0,1050000.0
182,10.7,12/11/2016,Buxton,6938.0,2.0,S,Bayside City Council,Brighton East,3.0,Southern Metropolitan,50 Lucas St,h,3187.0,233.0,-37.9231,5.0,915.0,1960.0,145.0104,5.0,2550000.0
183,6.3,17/02/2018,hockingstuart,6543.0,1.0,S,Maribyrnong City Council,Yarraville,2.0,Western Metropolitan,1 Lormer St,h,3013.0,90.0,-37.822179999999996,3.0,465.0,1920.0,144.89165,3.0,970000.0
184,15.5,23/09/2017,Purplebricks,5336.0,2.0,S,Brimbank City Council,Taylors Lakes,2.0,Western Metropolitan,2 Honeyeater Cr,h,3038.0,,-37.69616,3.0,649.0,,144.78587,3.0,746000.0
185,6.9,6/05/2017,Village,6232.0,1.0,PI,Moonee Valley City Council,Moonee Ponds,1.0,Western Metropolitan,8/128 Park St,u,3039.0,,-37.7605,1.0,0.0,,144.9071,1.0,296000.0
186,13.9,7/05/2016,Ray,9028.0,3.0,PI,Manningham City Council,Doncaster,3.0,Eastern Metropolitan,72 Board St,h,3108.0,,-37.7798,4.0,655.0,,145.1319,3.0,920000.0
187,13.9,6/05/2017,Philip,9028.0,,S,Manningham City Council,,,Eastern Metropolitan,3/37 Queens Av,u,3108.0,,,,,,,2.0,752000.0
188,7.3,1/07/2017,Jellis,2671.0,1.0,S,Boroondara City Council,Kew East,1.0,Southern Metropolitan,2/13 Westbrook St,u,3102.0,72.0,-37.7972,2.0,1011.0,1970.0,145.05225,2.0,862000.0
189,12.1,17/06/2017,Ray,10175.0,2.0,SP,Banyule City Council,Bundoora,2.0,Northern Metropolitan,48 Zara Cl,h,3083.0,162.0,-37.68223,4.0,300.0,2014.0,145.07818,4.0,755000.0
190,12.3,26/08/2017,Buxton,768.0,2.0,SA,Monash City Council,Huntingdale,2.0,Southern Metropolitan,63 Beauford St,h,3166.0,,-37.9089,4.0,600.0,,145.11236,4.0,1190000.0
191,6.2,3/06/2017,Jellis,6482.0,2.0,S,Boroondara City Council,Hawthorn East,2.0,Southern Metropolitan,2/859 Toorak Rd,t,3123.0,177.0,-37.84506,3.0,265.0,2010.0,145.05246,3.0,1465000.0
192,20.0,9/09/2017,Buxton,6162.0,1.0,PI,Kingston City Council,Mentone,2.0,South-Eastern Metropolitan,22B Flinders St,h,3194.0,202.0,-37.976,4.0,,2007.0,145.05688,4.0,1325000.0
193,11.4,22/05/2016,Ray,7822.0,2.0,S,Glen Eira City Council,Carnegie,2.0,Southern Metropolitan,39 Elimatta Rd,h,3163.0,166.0,-37.9023,3.0,603.0,1945.0,145.0568,3.0,1430000.0
194,11.4,30/07/2016,Buckingham,3540.0,1.0,S,Banyule City Council,Rosanna,1.0,Eastern Metropolitan,3/25 Ellesmere Pde,t,3084.0,,-37.7404,3.0,174.0,,145.0648,3.0,710000.0
195,7.9,16/09/2017,Jellis,5682.0,2.0,S,Boroondara City Council,Balwyn,2.0,Southern Metropolitan,23 Nungerner St,h,3103.0,203.0,-37.80576,3.0,679.0,1940.0,145.06978999999998,3.0,2730000.0
196,6.4,17/03/2018,hockingstuart,962.0,2.0,S,Brimbank City Council,Brooklyn,2.0,Western Metropolitan,23 Conifer Av,h,3012.0,,-37.82144,3.0,361.0,,144.84103000000002,3.0,655000.0
197,20.6,25/11/2017,Barry,15510.0,,S,Hume City Council,Craigieburn,,Northern Metropolitan,12 Lewisham Pl,h,3064.0,,,,,,,3.0,525000.0
198,12.1,28/10/2017,Buckingham,10175.0,,S,Banyule City Council,Bundoora,,Northern Metropolitan,3/10 Edro Ct,t,3083.0,,,,,,,2.0,580000.0
199,6.7,6/01/2018,Nelson,3445.0,2.0,S,Darebin City Council,Coburg North,1.0,Northern Metropolitan,16 Outlook Rd,h,3058.0,123.0,-37.7341,3.0,402.0,1950.0,144.97725,3.0,950000.0
200,6.4,21/10/2017,Jas,5058.0,2.0,SP,Maribyrnong City Council,West Footscray,1.0,Western Metropolitan,201 Essex St,h,3012.0,96.0,-37.792559999999995,3.0,390.0,1940.0,144.86715,3.0,870000.0
201,13.8,17/03/2018,Jellis,10969.0,,SP,Glen Eira City Council,Bentleigh East,,Southern Metropolitan,147a Bignell Rd,t,3165.0,,,,,,,4.0,1395000.0
202,14.7,23/09/2017,Noel,4048.0,1.0,VB,Whitehorse City Council,Burwood East,1.0,Eastern Metropolitan,3 Sugarloaf Cl,h,3151.0,,-37.85777,3.0,189.0,,145.14009,3.0,680000.0
203,13.7,18/03/2017,hockingstuart,5454.0,2.0,S,Bayside City Council,Hampton,2.0,Southern Metropolitan,5b Ocean St,u,3188.0,,-37.9371,3.0,0.0,,145.0035,3.0,1457500.0
204,8.4,29/04/2017,Williams,5498.0,3.0,S,Hobsons Bay City Council,Newport,2.0,Western Metropolitan,74 Alma Tce,h,3015.0,222.0,-37.8477,4.0,580.0,1890.0,144.8903,4.0,2337000.0
205,41.0,6/01/2018,Barry,8743.0,2.0,S,Frankston City Council,Langwarrin,2.0,Eastern Victoria,30 Leonard Dr,h,3910.0,660.0,-38.14025,4.0,657.0,,145.2089,4.0,570000.0
206,2.4,27/05/2017,Biggin,1123.0,1.0,S,Yarra City Council,Cremorne,2.0,Northern Metropolitan,311/163 Cremorne St,u,3121.0,75.0,-37.83011,2.0,0.0,2007.0,144.99043999999998,2.0,570000.0
207,12.3,12/08/2017,Barry,3145.0,1.0,VB,Monash City Council,Hughesdale,2.0,Southern Metropolitan,10 Bowen St,h,3166.0,170.0,-37.9016,4.0,455.0,1900.0,145.08293999999998,4.0,1570000.0
208,5.6,8/10/2016,Nelson,10331.0,,S,Boroondara City Council,Kew,,Southern Metropolitan,21 Gordon Av,h,3101.0,,,,,,,2.0,1210000.0
209,11.4,27/05/2017,Hodges,2397.0,2.0,S,Glen Eira City Council,McKinnon,2.0,Southern Metropolitan,75 Wright St,h,3204.0,,-37.910740000000004,5.0,904.0,,145.03068000000002,5.0,2300000.0
210,13.8,6/01/2018,Buxton,2356.0,2.0,SP,Bayside City Council,Hampton East,1.0,Southern Metropolitan,25 Daff Av,h,3188.0,116.0,-37.941629999999996,4.0,592.0,1950.0,145.03537,4.0,1330000.0
211,9.8,8/10/2016,Barry,588.0,1.0,,Moonee Valley City Council,Essendon West,1.0,Western Metropolitan,12 Prospect St,h,3040.0,,-37.755,2.0,711.0,,144.8848,2.0,1430000.0
212,13.8,16/07/2016,Biggin,5301.0,1.0,PI,Hobsons Bay City Council,Altona,2.0,Western Metropolitan,5/8 David St,u,3018.0,76.0,-37.8687,2.0,175.0,2013.0,144.8268,2.0,580000.0
213,3.3,20/05/2017,Biggin,14887.0,1.0,S,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,26 Howitt St,u,3141.0,,-37.8471,2.0,284.0,,145.0019,2.0,851000.0
214,13.9,4/06/2016,Barry,9028.0,,PI,Manningham City Council,Doncaster,,Eastern Metropolitan,28 Larkspur Av,h,3108.0,,,,,,,3.0,880000.0
215,5.3,11/11/2017,Nelson,11364.0,1.0,VB,Darebin City Council,Northcote,2.0,Northern Metropolitan,32 Traill St,h,3070.0,,-37.77,4.0,446.0,1927.0,144.989,4.0,1850000.0
216,5.3,18/11/2017,Jellis,11308.0,,S,Boroondara City Council,Hawthorn,,Southern Metropolitan,2/46 Riversdale Rd,t,3122.0,,,,,,,3.0,1500000.0
217,6.1,18/03/2017,Greg,13240.0,,S,Port Phillip City Council,St Kilda,,Southern Metropolitan,74/604 St Kilda Rd,u,3182.0,,,,,,,2.0,610000.0
218,5.0,23/09/2017,McGrath,13240.0,1.0,SP,Port Phillip City Council,St Kilda,1.0,Southern Metropolitan,9/9 Herbert St,u,3182.0,114.0,-37.871140000000004,3.0,,1930.0,144.98247,3.0,962500.0
219,3.4,25/11/2017,Nelson,3593.0,0.0,S,Melbourne City Council,Flemington,1.0,Northern Metropolitan,85 Shields St,h,3031.0,,-37.7844,2.0,,,144.9339,2.0,905000.0
220,27.0,8/07/2017,Ray,1690.0,1.0,S,Knox City Council,The Basin,1.0,Eastern Metropolitan,325 Forest Rd,h,3154.0,102.0,-37.85971,3.0,518.0,1960.0,145.31036,3.0,477000.0
221,7.5,18/03/2017,Jellis,6482.0,4.0,S,Boroondara City Council,Hawthorn East,3.0,Southern Metropolitan,452 Barkers Rd,h,3123.0,,-37.8165,5.0,1011.0,1905.0,145.0505,5.0,3210000.0
222,2.7,19/08/2017,Marshall,14887.0,,VB,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,3/31 Howitt St,u,3141.0,,-37.84689,1.0,,1975.0,145.00278,1.0,290000.0
223,21.5,3/06/2017,hockingstuart,3650.0,2.0,S,Kingston City Council,Mordialloc,2.0,South-Eastern Metropolitan,1/6 Krone St,t,3195.0,179.0,-38.001999999999995,4.0,312.0,2004.0,145.08916000000002,4.0,1170000.0
224,10.2,9/09/2017,Ross,5457.0,3.0,S,Boroondara City Council,Surrey Hills,2.0,Southern Metropolitan,21 Kingston Rd,h,3127.0,,-37.8236,4.0,,,145.08983999999998,4.0,1815000.0
225,34.7,19/08/2017,O'Brien,7680.0,2.0,S,Casey City Council,Cranbourne,2.0,South-Eastern Metropolitan,93 Cameron St,h,3977.0,129.0,-38.10818,3.0,,1975.0,145.29062,3.0,545000.0
226,8.8,27/05/2017,Haughton,2947.0,2.0,S,Banyule City Council,Heidelberg Heights,1.0,Eastern Metropolitan,67 McEwan Rd,h,3081.0,,-37.73658,3.0,648.0,,145.05341,3.0,1010000.0
227,11.4,11/02/2017,Ray,7822.0,1.0,S,Glen Eira City Council,Carnegie,1.0,Southern Metropolitan,2/22 Kokaribb Rd,u,3163.0,56.0,-37.8881,2.0,0.0,1970.0,145.0558,2.0,465000.0
228,11.2,3/12/2016,Barry,2291.0,2.0,PI,Moonee Valley City Council,Niddrie,1.0,,4 Coghlan St,h,3042.0,,-37.7423,3.0,650.0,,,3.0,1020000.0
229,15.5,12/08/2017,Ray,3692.0,1.0,SP,Kingston City Council,Oakleigh South,1.0,South-Eastern Metropolitan,3/6 Reid St,u,3167.0,62.0,-37.91061,2.0,0.0,1980.0,145.0862,2.0,601000.0
230,6.3,7/10/2017,Jas,6543.0,2.0,PI,Maribyrnong City Council,Yarraville,2.0,Western Metropolitan,63 Hamilton St,h,3013.0,,-37.81058,3.0,514.0,1890.0,144.88713,3.0,2025000.0
231,21.5,6/01/2018,hockingstuart,3650.0,,S,Kingston City Council,Mordialloc,,South-Eastern Metropolitan,13/17 Collocott St,t,3195.0,,,,,,,4.0,930000.0
232,11.2,13/05/2017,Barry,21650.0,2.0,PI,Darebin City Council,Reservoir,2.0,Northern Metropolitan,3 Horton St,h,3073.0,,-37.7236,3.0,567.0,,144.9876,3.0,760000.0
233,8.4,9/09/2017,Jellis,8801.0,3.0,S,Stonnington City Council,Malvern East,1.0,Southern Metropolitan,54 Chadstone Rd,h,3145.0,,-37.8798,3.0,,,145.07975,3.0,1380000.0
234,3.6,16/09/2017,McGrath,6244.0,,PI,Moreland City Council,Fitzroy North,2.0,Northern Metropolitan,90 Bennett St,h,3068.0,,-37.781009999999995,3.0,9338.0,,144.98843,3.0,1400000.0
235,16.3,24/06/2017,Love,8279.0,2.0,S,Whittlesea City Council,Lalor,1.0,Northern Metropolitan,78 French St,h,3075.0,,-37.66986,2.0,766.0,,145.02048,2.0,685000.0
236,16.7,17/06/2017,C21,5837.0,1.0,S,Monash City Council,Clayton,1.0,South-Eastern Metropolitan,25 Panorama St,h,3168.0,130.0,-37.92027,3.0,816.0,1965.0,145.12937,3.0,1462000.0
237,15.2,22/07/2017,Buxton,4497.0,1.0,S,Bayside City Council,Sandringham,1.0,Southern Metropolitan,5/273 Bluff Rd,,3191.0,,-37.95265,2.0,208.0,1970.0,145.02045,2.0,770000.0
238,20.0,9/12/2017,Charlton,6162.0,2.0,VB,Kingston City Council,Mentone,2.0,South-Eastern Metropolitan,9 Plummer Rd,h,3194.0,,-37.98618,4.0,,1970.0,145.05739,4.0,2000000.0
239,6.7,18/11/2017,Raine,11204.0,1.0,S,Darebin City Council,Coburg,1.0,Northern Metropolitan,63 Victoria St,h,3058.0,120.0,-37.7425,3.0,278.0,1910.0,144.9577,3.0,935000.0
240,5.2,3/06/2017,Village,11918.0,1.0,S,Moreland City Council,Brunswick,1.0,,6/305 Brunswick Rd,u,3056.0,,-37.77644,1.0,,,144.95616,1.0,300000.0
241,5.5,24/09/2016,McGrath,11364.0,3.0,SP,Darebin City Council,Northcote,4.0,Northern Metropolitan,167 Clarke St,h,3070.0,,-37.7763,4.0,569.0,1910.0,144.9964,5.0,4300000.0
242,10.2,16/09/2017,Garvey,5457.0,2.0,S,Boroondara City Council,Surrey Hills,3.0,Southern Metropolitan,29 Essex Rd,h,3127.0,223.0,-37.82832,4.0,349.0,1997.0,145.09242,4.0,1810000.0
243,18.4,3/03/2018,Greg,13830.0,6.0,PI,Wyndham City Council,Hoppers Crossing,2.0,Western Metropolitan,49 Strathmore Cr,h,3029.0,147.0,-37.8787,3.0,548.0,1990.0,144.68653,3.0,630000.0
244,18.8,27/05/2017,Ray,7113.0,2.0,S,Monash City Council,Mulgrave,2.0,South-Eastern Metropolitan,16 Morawa Dr,h,3170.0,,-37.92783,3.0,324.0,,145.19685,3.0,800000.0
245,12.1,26/08/2017,Ray,10175.0,1.0,S,Banyule City Council,Bundoora,2.0,Northern Metropolitan,37 Greenwood Dr,h,3083.0,0.0,-37.70765,4.0,525.0,1965.0,145.05556,4.0,815000.0
246,18.8,7/10/2017,Ray,7113.0,2.0,S,Monash City Council,Mulgrave,1.0,South-Eastern Metropolitan,48 Carson St,h,3170.0,,-37.92933,4.0,743.0,,145.16573,4.0,1111000.0
247,13.9,28/05/2016,Jellis,9028.0,,S,Manningham City Council,Doncaster,,Eastern Metropolitan,3/20 Queens Av,t,3108.0,,,,,,,3.0,901000.0
248,14.7,24/02/2018,Prof.,5424.0,2.0,S,Knox City Council,Wantirna,1.0,Eastern Metropolitan,454 Mountain Hwy,h,3152.0,,-37.84513,3.0,734.0,,145.24231,3.0,765000.0
249,14.7,29/07/2017,hockingstuart,16166.0,4.0,PI,Wyndham City Council,Werribee,2.0,Western Metropolitan,13b Kingfisher Ct,u,3030.0,137.0,-37.87895,3.0,287.0,2013.0,144.6707,3.0,394000.0
250,16.7,24/06/2017,Ray,15321.0,,S,Monash City Council,Glen Waverley,,Eastern Metropolitan,6 Silverwood Wy,h,3150.0,,,,,,,4.0,995000.0
251,14.5,,Barry,1442.0,2.0,S,Banyule City Council,Watsonia North,1.0,Northern Metropolitan,12 Lincoln St,h,3087.0,,-37.69741,3.0,560.0,,145.08417,3.0,840000.0
252,3.6,3/03/2018,Ray,6244.0,2.0,S,Moreland City Council,Fitzroy North,2.0,Northern Metropolitan,34 Taplin St,h,3068.0,,-37.781890000000004,3.0,139.0,,144.98434,3.0,1125000.0
253,4.6,22/04/2017,Marshall,7217.0,,S,Stonnington City Council,Toorak,,Southern Metropolitan,13 Toorak Av,h,3142.0,,,,,,,4.0,5733000.0
254,4.6,18/03/2017,Marshall,11308.0,,S,Boroondara City Council,Hawthorn,,Southern Metropolitan,6 Dean Av,h,3122.0,,,,,,,4.0,4300000.0
255,5.2,26/08/2017,Jellis,11918.0,,SP,Moreland City Council,Brunswick,1.0,Northern Metropolitan,1/208 Albion St,u,3056.0,,-37.76078,1.0,334.0,2009.0,144.96168,1.0,424000.0
256,6.9,24/09/2016,Woodards,6232.0,1.0,S,Moonee Valley City Council,Moonee Ponds,1.0,Western Metropolitan,4/6 Turner St,u,3039.0,81.0,-37.7624,2.0,166.0,1965.0,144.9365,2.0,600000.0
257,13.5,10/12/2016,Barry,6763.0,1.0,S,Brimbank City Council,Sunshine West,1.0,Western Metropolitan,5 Kenney St,h,3020.0,106.0,-37.7968,3.0,620.0,,144.8142,3.0,515000.0
258,10.5,21/10/2017,Nick,10579.0,,S,Bayside City Council,Brighton,,Southern Metropolitan,2/109 Roslyn St,t,,,,,,,,3.0,1500000.0
259,11.8,29/04/2017,Barry,4480.0,,S,Manningham City Council,Bulleen,,Eastern Metropolitan,3 Westminster Av,h,3105.0,,,,,,,4.0,1320000.0
260,14.7,28/10/2017,MICM,15542.0,2.0,S,Wyndham City Council,Point Cook,2.0,Western Metropolitan,52 Alamanda Bvd,h,3030.0,614.0,-37.903929999999995,4.0,,2009.0,144.7424,4.0,773000.0
261,10.5,24/06/2017,HAR,6763.0,1.0,S,Brimbank City Council,Sunshine West,1.0,Western Metropolitan,1/41 Bardsley St,u,3020.0,,-37.79209,3.0,322.0,,144.82023999999998,3.0,518000.0
262,8.0,29/04/2017,Greg,6380.0,2.0,S,Hobsons Bay City Council,Williamstown,2.0,Western Metropolitan,240 Coogee La,h,3016.0,,-37.8629,3.0,,,144.8896,3.0,1330000.0
263,15.5,9/12/2017,Nelson,5336.0,2.0,S,Brimbank City Council,Taylors Lakes,2.0,Western Metropolitan,77 Australia Dr,h,3038.0,,-37.70782,3.0,,,144.78295,3.0,760000.0
264,11.4,6/08/2016,hockingstuart,7822.0,1.0,S,Glen Eira City Council,Carnegie,1.0,Southern Metropolitan,1/78 Railway Rd,u,3163.0,33.0,-37.8888,1.0,0.0,1970.0,145.0533,1.0,330000.0
265,8.2,12/08/2017,Considine,3284.0,2.0,S,Moonee Valley City Council,Strathmore,3.0,Western Metropolitan,5 Kilburn St,h,3041.0,274.0,-37.73154,4.0,861.0,1955.0,144.92243,4.0,1610000.0
266,13.8,17/06/2017,Buxton,5454.0,2.0,S,Bayside City Council,Hampton,2.0,Southern Metropolitan,12/45 Grenville St,u,3188.0,99.0,-37.93538,3.0,0.0,2005.0,145.00224,3.0,970000.0
267,11.7,15/10/2016,Noel,5678.0,2.0,S,Monash City Council,Burwood,1.0,Southern Metropolitan,22 Andrews St,h,3125.0,,-37.8495,3.0,661.0,,145.1282,3.0,1175000.0
268,5.4,1/07/2017,Marshall,10331.0,,PI,Boroondara City Council,Kew,,Southern Metropolitan,2/8 Pleasant Av,h,3101.0,,,,,,,3.0,975000.0
269,18.0,9/12/2017,Barry,5556.0,0.0,S,Brimbank City Council,Hillside,,Western Metropolitan,11 Serrata Ct,h,3037.0,126.0,-37.70548,3.0,,2002.0,144.75265,3.0,550250.0
270,14.0,14/10/2017,Westside,14042.0,2.0,S,Brimbank City Council,St Albans,1.0,Western Metropolitan,74 Oleander Dr,h,3021.0,,-37.75292,3.0,,,144.81463,3.0,669000.0
